draft_num	pick_num	human_pick	RandomBot	RaredraftBot	ClassicBot	NNetBot
2	6	Skymarch_Bloodletter	1	2	0	0
2	7	Doomed_Dissenter	1	1	0	1
2	8	Doomed_Dissenter	1	2	0	0
2	9	Foul_Orchard	1	2	6	3
2	10	Mind_Rot	1	2	2	1
2	11	Cinder_Barrens	1	1	4	2
2	12	Sovereign's_Bite	1	1	0	0
2	13	Root_Snare	1	1	1	1
2	14	Bogstomper	1	0	0	0
2	15	Plains_2	0	0	0	0
2	16	Reassembling_Skeleton	1	2	1	2
2	17	Ravenous_Harpy	0	0	0	2
2	18	Vampire_Sovereign	1	0	0	0
2	19	Skymarch_Bloodletter	1	3	0	0
2	20	Gargoyle_Sentinel	1	0	0	0
2	21	Walking_Corpse	1	1	2	2
2	22	Doomed_Dissenter	1	1	0	0
2	23	Viashino_Pyromancer	1	4	5	5
2	24	Sovereign's_Bite	1	0	2	3
2	25	Goblin_Motivator	1	0	1	4
2	26	Thornhide_Wolves	0	0	2	2
2	27	Cinder_Barrens	1	1	0	2
2	28	Wall_of_Mist	1	0	1	1
2	29	Alpine_Moon	1	0	0	0
2	30	Swamp_4	0	0	0	0
2	31	Gift_of_Paradise	1	1	11	8
2	32	Goblin_Instigator	1	4	5	6
2	33	Act_of_Treason	1	7	7	8
2	34	Guttersnipe	0	0	2	4
2	35	Brawl-Bash_Ogre	1	0	0	4
2	36	Reassembling_Skeleton	0	1	0	0
2	37	Marauder's_Axe	1	2	1	3
2	38	Submerged_Boneyard	0	2	2	2
2	39	Trumpet_Blast	1	1	1	5
2	40	Invoke_the_Divine	0	0	0	0
2	41	Chaos_Wand	1	0	0	0
2	42	Infernal_Scarring	1	0	1	0
2	43	Infernal_Scarring	1	0	1	0
2	44	Fraying_Omnipotence	0	0	0	0
2	45	Island_3	0	0	0	0
3	1	Djinn_of_Wishes	1	0	0	0
3	2	Herald_of_Faith	1	1	2	0
3	3	Snapping_Drake	1	2	2	3
3	4	Explosive_Apparatus	1	4	5	2
3	5	Suncleanser	0	0	8	4
3	6	Scholar_of_Stars	1	1	2	1
3	7	Forsaken_Sanctuary	1	3	8	0
3	8	Woodland_Stream	1	2	0	2
3	9	Tranquil_Expanse	1	2	6	3
3	10	Skymarch_Bloodletter	1	1	1	0
3	11	Naturalize	1	0	2	3
3	12	Mistcaller	1	0	2	0
3	13	Woodland_Stream	0	0	0	1
3	14	Naturalize	0	0	0	0
3	15	Wall_of_Vines	0	0	0	0
3	16	Star-Crowned_Stag	1	6	8	3
3	17	Gargoyle_Sentinel	1	2	0	1
3	18	Skyscanner	1	3	0	0
3	19	Cavalry_Drillmaster	0	3	6	7
3	20	Ajani's_Pridemate	1	1	3	3
3	21	Essence_Scatter	0	2	0	1
3	22	Supreme_Phantom	1	0	0	0
3	23	Psychic_Corrosion	1	2	1	0
3	24	Plummet	1	0	2	2
3	25	Scholar_of_Stars	1	1	0	1
3	26	Forsaken_Sanctuary	1	1	4	1
3	27	Tolarian_Scholar	1	1	0	0
3	28	Revitalize	1	0	1	0
3	29	Revitalize	0	0	1	1
3	30	Sovereign's_Bite	0	0	0	0
3	31	Luminous_Bonds	1	5	2	6
3	32	Leonin_Warleader	1	0	1	2
3	33	Switcheroo	1	1	0	0
3	34	Hieromancer's_Cage	1	0	0	2
3	35	Star-Crowned_Stag	1	4	0	5
3	36	Trusty_Packbeast	1	4	4	6
3	37	Divination	1	2	1	1
3	38	Take_Vengeance	0	3	0	4
3	39	Meandering_River	1	3	0	3
3	40	Daybreak_Chaplain	1	2	2	3
3	41	Anticipate	1	1	0	1
3	42	Bogstomper	1	0	1	1
3	43	Inferno_Hellion	1	0	0	1
3	44	Wall_of_Vines	1	0	1	1
3	45	Bogstomper	0	0	0	0
4	1	Djinn_of_Wishes	1	0	0	0
4	2	Salvager_of_Secrets	1	3	0	1
4	3	Guttersnipe	1	1	4	1
4	4	Sparktongue_Dragon	1	5	4	2
4	5	Anticipate	1	2	2	1
4	6	Guttersnipe	1	0	4	0
4	7	Tormenting_Voice	1	2	6	2
4	8	Omenspeaker	1	3	0	0
4	9	Frilled_Sea_Serpent	1	1	1	0
4	10	Novice_Knight	1	0	3	0
4	11	Anticipate	0	2	0	0
4	12	Omniscience	1	0	3	2
4	13	Reliquary_Tower	0	0	1	0
4	14	Gearsmith_Prodigy	1	0	0	0
4	15	Wall_of_Vines	0	0	0	0
4	16	Windreader_Sphinx	1	0	0	0
4	17	Electrify	1	3	3	1
4	18	Guttersnipe	1	0	5	2
4	19	Aviation_Pioneer	1	2	0	0
4	20	Sift	1	0	1	1
4	21	Tormenting_Voice	1	0	4	3
4	22	Aven_Wind_Mage	1	2	0	0
4	23	Dwindle	1	2	2	1
4	24	Divination	1	2	0	0
4	25	Sure_Strike	1	1	1	2
4	26	Divination	1	0	0	0
4	27	Omenspeaker	0	0	0	0
4	28	Totally_Lost	1	0	0	0
4	29	Talons_of_Wildwood	1	0	0	0
4	30	Forest_4	0	0	0	0
4	31	Boggart_Brute	1	4	3	9
4	32	Disperse	1	3	3	2
4	33	Fire_Elemental	0	5	7	11
4	34	Volcanic_Dragon	1	0	5	6
4	35	Goblin_Instigator	1	3	5	6
4	36	Totally_Lost	1	1	1	1
4	37	Essence_Scatter	1	1	0	1
4	38	Cancel	1	0	3	0
4	39	Detection_Tower	1	0	4	4
4	40	Smelt	1	0	3	5
4	41	Wall_of_Mist	1	0	0	1
4	42	Meandering_River	1	2	0	0
4	43	Gearsmith_Guardian	1	1	0	0
4	44	Tolarian_Scholar	0	0	0	0
4	45	Regal_Bloodlord	0	0	0	0
5	1	Murder	1	2	0	0
5	2	Electrify	1	4	0	0
5	3	Supreme_Phantom	1	0	5	1
5	4	Switcheroo	1	0	1	1
5	5	Fiery_Finish	0	0	0	1
5	6	Cancel	1	1	8	8
5	7	Divination	1	1	4	7
5	8	Wall_of_Mist	1	0	4	5
5	9	Doomed_Dissenter	1	3	0	1
5	10	Cancel	1	1	2	3
5	11	Inspired_Charge	1	1	3	3
5	12	Timber_Gorge	1	1	3	0
5	13	Knight's_Pledge	1	0	0	0
5	14	Rustwing_Falcon	0	0	0	1
5	15	Timber_Gorge	0	0	0	0
5	16	Guttersnipe	1	1	3	4
5	17	Fiery_Finish	1	0	1	0
5	18	Shock	1	4	1	0
5	19	Skeleton_Archer	1	4	0	2
5	20	Havoc_Devils	1	6	1	0
5	21	Boggart_Brute	1	2	0	0
5	22	Reclamation_Sage	1	1	4	0
5	23	Hired_Blade	1	3	0	1
5	24	Millstone	1	0	1	2
5	25	Divination	1	0	3	3
5	26	Catalyst_Elemental	1	2	1	2
5	27	Scholar_of_Stars	1	1	0	2
5	28	Enigma_Drake	1	0	2	0
5	29	Fire_Elemental	1	0	0	0
5	30	Forest_2	0	0	0	0
5	31	Lich's_Caress	1	6	0	3
5	32	Skyscanner	1	6	2	2
5	33	Strangling_Spores	1	6	2	2
5	34	Skilled_Animator	0	0	0	4
5	35	Boggart_Brute	1	2	2	0
5	36	Regal_Bloodlord	1	0	0	4
5	37	Vampire_Neonate	0	2	0	4
5	38	Bone_to_Ash	1	0	0	2
5	39	Walking_Corpse	1	2	2	2
5	40	Scholar_of_Stars	1	1	1	2
5	41	Skyrider_Patrol	1	0	4	0
5	42	Manalith	1	1	1	0
5	43	Infectious_Horror	1	0	1	1
5	44	Sovereign's_Bite	0	0	0	0
5	45	Ghostform	0	0	0	0
6	1	Regal_Bloodlord	1	1	1	0
6	2	Lich's_Caress	1	3	0	0
6	3	Leonin_Vanguard	1	1	7	0
6	4	Crucible_of_Worlds	1	0	10	5
6	5	Siegebreaker_Giant	1	0	3	4
6	6	Divination	1	1	0	3
6	7	Leonin_Vanguard	0	1	2	0
6	8	Forsaken_Sanctuary	1	3	7	0
6	9	Walking_Corpse	1	2	1	1
6	10	Oreskos_Swiftclaw	1	1	2	0
6	11	Fire_Elemental	1	1	1	3
6	12	Tranquil_Expanse	1	2	3	1
6	13	Goblin_Motivator	0	0	1	1
6	14	Talons_of_Wildwood	0	0	1	1
6	15	Plains_4	0	0	0	0
6	16	Alpine_Moon	1	0	13	3
6	17	Mistcaller	1	0	11	5
6	18	Gargoyle_Sentinel	1	1	2	5
6	19	Amulet_of_Safekeeping	1	0	8	5
6	20	Psychic_Symbiont	1	0	0	4
6	21	Lightning_Mare	1	0	6	4
6	22	Inferno_Hellion	1	0	5	3
6	23	Ajani's_Welcome	1	0	6	0
6	24	Recollect	1	0	1	1
6	25	Greenwood_Sentinel	0	0	1	3
6	26	Root_Snare	0	1	1	2
6	27	Knight_of_the_Tusk	0	0	1	1
6	28	Wall_of_Vines	1	0	1	2
6	29	Duress	0	0	0	0
6	30	Forest_2	0	0	0	0
6	31	Thorn_Lieutenant	1	0	1	5
6	32	Arcane_Encyclopedia	0	1	0	2
6	33	Desecrated_Tomb	1	0	7	3
6	34	Detection_Tower	1	0	9	4
6	35	Vigilant_Baloth	1	0	0	2
6	36	Enigma_Drake	1	0	8	8
6	37	Stitcher's_Supplier	1	0	4	3
6	38	Sift	1	0	0	2
6	39	Inferno_Hellion	1	0	4	1
6	40	Totally_Lost	1	0	0	4
6	41	Aerial_Engineer	1	0	4	2
6	42	Uncomfortable_Chill	1	0	0	2
6	43	Tolarian_Scholar	0	0	0	2
6	44	Highland_Game	0	1	1	0
6	45	Island_4	0	0	0	0
7	1	Valiant_Knight	1	0	0	0
7	2	Star-Crowned_Stag	1	3	0	0
7	3	Take_Vengeance	1	3	0	0
7	4	Aethershield_Artificer	1	0	0	1
7	5	Hired_Blade	1	3	6	4
7	6	Trusty_Packbeast	1	1	1	0
7	7	Abnormal_Endurance	1	2	2	4
7	8	Inspired_Charge	1	1	1	0
7	9	Leonin_Vanguard	1	0	1	0
7	10	Oreskos_Swiftclaw	0	1	1	0
7	11	Invoke_the_Divine	0	2	0	0
7	12	Child_of_Night	1	1	2	1
7	13	Knight's_Pledge	0	1	0	0
7	14	Anticipate	0	0	0	0
7	15	Swamp_4	0	0	0	0
7	16	Lathliss_Dragon_Queen	1	0	0	0
7	17	Siegebreaker_Giant	1	1	1	0
7	18	Gallant_Cavalry	1	3	1	0
7	19	Goblin_Instigator	1	3	2	0
7	20	Cavalry_Drillmaster	1	4	1	0
7	21	Loxodon_Line_Breaker	1	4	2	1
7	22	Inspired_Charge	1	4	3	0
7	23	Trusty_Packbeast	1	2	2	1
7	24	Skymarch_Bloodletter	1	1	3	3
7	25	Bogstomper	1	1	2	4
7	26	Mind_Rot	1	0	2	4
7	27	Hired_Blade	1	1	0	0
7	28	Skeleton_Archer	1	0	1	2
7	29	Hired_Blade	0	0	0	0
7	30	Sovereign's_Bite	0	0	0	0
7	31	Scholar_of_Stars	0	4	6	13
7	32	Lena_Selfless_Champion	1	0	0	0
7	33	Gallant_Cavalry	1	6	1	0
7	34	Boggart_Brute	1	3	2	0
7	35	Daybreak_Chaplain	1	5	3	0
7	36	Pegasus_Courser	1	2	0	0
7	37	Invoke_the_Divine	1	3	5	1
7	38	Onakke_Ogre	1	1	4	0
7	39	Viashino_Pyromancer	0	2	3	0
7	40	Oreskos_Swiftclaw	1	0	0	0
7	41	Knight's_Pledge	0	1	2	0
7	42	Infernal_Scarring	1	0	2	0
7	43	Highland_Game	1	1	1	1
7	44	Plummet	0	0	0	0
7	45	Swamp_4	0	0	0	0
8	1	Lich's_Caress	1	7	0	0
8	2	Strangling_Spores	1	6	0	0
8	3	Regal_Bloodlord	1	0	0	0
8	4	Plague_Mare	1	0	0	0
8	5	Ravenous_Harpy	1	0	0	0
8	6	Epicure_of_Blood	1	1	0	2
8	7	Knight_of_the_Tusk	1	3	2	1
8	8	Invoke_the_Divine	1	2	2	1
8	9	Two-Headed_Zombie	0	0	0	1
8	10	Revitalize	0	2	1	0
8	11	Manalith	1	1	1	1
8	12	Highland_Lake	0	0	3	3
8	13	Talons_of_Wildwood	1	0	0	0
8	14	Root_Snare	1	0	0	0
8	15	Wall_of_Vines	0	0	0	0
8	16	Lich's_Caress	1	4	2	0
8	17	Star-Crowned_Stag	1	4	1	0
8	18	Diamond_Mare	1	0	0	1
8	19	Vampire_Neonate	1	2	1	1
8	20	Leonin_Vanguard	1	0	4	1
8	21	Gallant_Cavalry	1	2	1	0
8	22	Revitalize	0	2	4	2
8	23	Forsaken_Sanctuary	1	3	0	0
8	24	Take_Vengeance	1	2	0	0
8	25	Dwarven_Priest	1	0	0	0
8	26	Daybreak_Chaplain	1	2	0	0
8	27	Catalyst_Elemental	0	1	0	2
8	28	Inspired_Charge	0	0	1	1
8	29	Revitalize	1	0	0	0
8	30	Tolarian_Scholar	0	0	0	0
8	31	Arcane_Encyclopedia	1	1	1	2
8	32	Lich's_Caress	1	5	1	0
8	33	Child_of_Night	1	5	6	0
8	34	Skymarch_Bloodletter	1	4	0	0
8	35	Epicure_of_Blood	1	3	2	0
8	36	Revitalize	1	2	4	1
8	37	Knight_of_the_Tusk	1	1	5	0
8	38	Hired_Blade	1	2	1	0
8	39	Millstone	1	0	3	2
8	40	Blood_Divination	1	0	0	0
8	41	Invoke_the_Divine	1	0	2	0
8	42	Viashino_Pyromancer	1	0	0	0
8	43	Smelt	1	0	1	0
8	44	Viashino_Pyromancer	0	0	0	0
8	45	Island_2	0	0	0	0
9	1	Diregraf_Ghoul	1	1	5	2
9	2	Ravenous_Harpy	1	0	5	6
9	3	Phylactery_Lich	1	0	2	0
9	4	Mind_Rot	1	3	1	1
9	5	Viashino_Pyromancer	1	3	5	6
9	6	Stitcher's_Supplier	1	0	1	3
9	7	Abnormal_Endurance	1	1	2	2
9	8	Blood_Divination	1	0	1	2
9	9	Desecrated_Tomb	1	0	6	2
9	10	Cinder_Barrens	1	1	5	2
9	11	Act_of_Treason	0	0	2	2
9	12	Apex_of_Power	1	0	2	1
9	13	Cinder_Barrens	1	1	2	1
9	14	Bogstomper	0	0	0	0
9	15	Wall_of_Vines	0	0	0	0
9	16	Volley_Veteran	1	2	1	8
9	17	Volley_Veteran	1	0	1	9
9	18	Guttersnipe	1	1	8	9
9	19	Doomed_Dissenter	1	1	1	2
9	20	Guttersnipe	0	1	8	8
9	21	Viashino_Pyromancer	1	5	6	9
9	22	Onakke_Ogre	1	3	4	6
9	23	Act_of_Treason	0	2	2	4
9	24	Sovereign's_Bite	1	0	2	2
9	25	Tormenting_Voice	1	1	3	4
9	26	Lava_Axe	1	0	3	4
9	27	Lava_Axe	1	0	2	2
9	28	Suncleanser	1	0	1	0
9	29	Alpine_Moon	0	0	1	1
9	30	Mountain_1	0	0	0	0
9	31	Shock	1	6	6	8
9	32	Lightning_Mare	1	1	8	10
9	33	Lich's_Caress	1	3	0	0
9	34	Strangling_Spores	1	3	1	0
9	35	Lich's_Caress	1	1	0	0
9	36	Inferno_Hellion	1	0	9	9
9	37	Skymarch_Bloodletter	1	3	1	1
9	38	Goblin_Instigator	1	3	4	6
9	39	Crash_Through	1	1	5	5
9	40	Sovereign's_Bite	1	1	3	1
9	41	Mistcaller	0	0	3	1
9	42	Goblin_Motivator	1	0	2	3
9	43	Mind_Rot	0	0	1	0
9	44	Duress	1	0	0	1
9	45	Timber_Gorge	0	0	0	0
10	1	Reclamation_Sage	1	1	1	4
10	2	Colossal_Dreadmaw	0	5	3	5
10	3	Manalith	1	3	8	4
10	4	Draconic_Disciple	1	0	11	4
10	5	Colossal_Dreadmaw	0	5	4	4
10	6	Onakke_Ogre	1	3	7	6
10	7	Giant_Spider	1	1	2	2
10	8	Greenwood_Sentinel	1	1	5	2
10	9	Colossal_Dreadmaw	1	2	1	1
10	10	Plummet	1	0	3	2
10	11	Duress	1	1	0	1
10	12	Giant_Spider	0	0	2	1
10	13	Fraying_Omnipotence	0	0	1	1
10	14	Amulet_of_Safekeeping	0	0	0	0
10	15	Swamp_2	0	0	0	0
10	16	Lightning_Strike	1	2	0	1
10	17	Rabid_Bite	1	4	6	8
10	18	Ghastbark_Twins	1	0	9	6
10	19	Electrify	1	4	3	5
10	20	Rabid_Bite	1	1	4	5
10	21	Colossal_Majesty	1	0	6	7
10	22	Wall_of_Vines	1	2	7	7
10	23	Crash_Through	1	1	6	6
10	24	Titanic_Growth	1	2	4	3
10	25	Invoke_the_Divine	1	1	1	0
10	26	Greenwood_Sentinel	1	0	3	2
10	27	Timber_Gorge	1	2	3	2
10	28	Cinder_Barrens	0	0	2	1
10	29	Elvish_Rejuvenator	1	1	1	1
10	30	Mountain_1	0	0	0	0
10	31	Pelakka_Wurm	1	0	1	4
10	32	Sarkhan's_Unsealing	1	0	0	4
10	33	Gift_of_Paradise	1	1	9	6
10	34	Bristling_Boar	1	2	8	6
10	35	Tormenting_Voice	1	2	7	10
10	36	Rhox_Oracle	1	2	6	6
10	37	Foul_Orchard	0	2	8	4
10	38	Bristling_Boar	1	0	5	2
10	39	Manalith	1	3	2	1
10	40	Elvish_Rejuvenator	1	0	4	1
10	41	Woodland_Stream	1	2	4	2
10	42	Talons_of_Wildwood	1	0	2	1
10	43	Knight_of_the_Tusk	1	0	1	1
10	44	Knight_of_the_Tusk	0	0	0	0
10	45	Infectious_Horror	0	0	0	0
11	1	Valiant_Knight	1	0	0	0
11	2	Regal_Bloodlord	1	1	0	1
11	3	Angel_of_the_Dawn	1	2	0	0
11	4	Invoke_the_Divine	1	3	1	2
11	5	Child_of_Night	1	3	2	4
11	6	Centaur_Courser	1	2	0	0
11	7	Two-Headed_Zombie	1	2	0	6
11	8	Guttersnipe	1	0	3	3
11	9	Catalyst_Elemental	1	0	4	5
11	10	Trumpet_Blast	1	1	3	2
11	11	Boggart_Brute	1	0	2	2
11	12	Havoc_Devils	0	0	2	2
11	13	Sovereign's_Bite	1	0	0	1
11	14	Oakenform	0	0	0	0
11	15	Island_3	0	0	0	0
11	16	Guttersnipe	1	1	7	5
11	17	Electrify	1	3	4	2
11	18	Viashino_Pyromancer	1	3	10	6
11	19	Dragon_Egg	1	1	7	5
11	20	Novice_Knight	1	0	3	1
11	21	Goblin_Instigator	1	2	5	5
11	22	Inferno_Hellion	1	0	4	2
11	23	Trumpet_Blast	1	1	6	4
11	24	Smelt	1	2	4	4
11	25	Trumpet_Blast	0	0	4	0
11	26	Trumpet_Blast	1	1	3	1
11	27	Invoke_the_Divine	1	0	0	2
11	28	Frilled_Sea_Serpent	1	0	0	0
11	29	Daggerback_Basilisk	1	0	0	0
11	30	Island_3	0	0	0	0
11	31	Inspired_Charge	1	5	7	3
11	32	Hieromancer's_Cage	0	1	2	1
11	33	Skyscanner	1	6	1	1
11	34	Lightning_Strike	1	0	0	1
11	35	Goblin_Instigator	1	2	6	5
11	36	Hostile_Minotaur	1	0	8	3
11	37	Dragon_Egg	1	0	7	6
11	38	Goblin_Motivator	1	0	5	2
11	39	Infectious_Horror	1	1	5	1
11	40	Goblin_Instigator	1	1	4	4
11	41	Fire_Elemental	0	0	2	1
11	42	Tormenting_Voice	0	0	2	2
11	43	Plummet	1	1	0	0
11	44	Infectious_Horror	0	0	0	0
11	45	Mountain_4	0	0	0	0
12	1	Murder	1	1	1	1
12	2	Diregraf_Ghoul	1	1	9	5
12	3	Poison-Tip_Archer	1	1	11	4
12	4	Recollect	1	0	5	6
12	5	Gigantosaurus	1	0	3	2
12	6	Two-Headed_Zombie	1	1	3	6
12	7	Talons_of_Wildwood	0	4	3	3
12	8	Reclamation_Sage	1	0	3	3
12	9	Abnormal_Endurance	0	2	1	2
12	10	Wall_of_Vines	1	0	4	3
12	11	Island_4	1	1	4	4
12	12	Bogstomper	1	2	0	2
12	13	Hired_Blade	0	1	0	0
12	14	Hired_Blade	1	0	0	0
12	15	Mountain_1	0	0	0	0
12	16	Strangling_Spores	1	6	2	4
12	17	Vine_Mare	1	0	0	3
12	18	Druid_of_Horns	1	0	4	2
12	19	Doomed_Dissenter	1	2	2	7
12	20	Bristling_Boar	0	1	4	4
12	21	Naturalize	1	3	6	8
12	22	Child_of_Night	1	2	1	3
12	23	Colossal_Majesty	1	0	2	4
12	24	Talons_of_Wildwood	1	0	2	4
12	25	Bogstomper	1	3	1	3
12	26	Talons_of_Wildwood	1	1	0	2
12	27	Onakke_Ogre	0	0	2	2
12	28	Invoke_the_Divine	1	0	0	0
12	29	Alpine_Moon	1	0	1	1
12	30	Knight_of_the_Tusk	0	0	0	0
12	31	Druid_of_Horns	1	1	5	7
12	32	Phylactery_Lich	1	0	4	7
12	33	Rise_from_the_Grave	1	1	2	4
12	34	Colossal_Dreadmaw	1	3	0	6
12	35	Ghirapur_Guide	1	1	0	7
12	36	Reclamation_Sage	1	0	0	4
12	37	Infectious_Horror	1	2	3	5
12	38	Gigantosaurus	0	0	2	4
12	39	Hired_Blade	1	2	0	2
12	40	Infectious_Horror	1	2	4	4
12	41	Diregraf_Ghoul	1	0	1	2
12	42	Infernal_Scarring	1	1	1	0
12	43	Island_4	0	1	2	2
12	44	Bogstomper	0	0	0	1
12	45	Root_Snare	0	0	0	0
13	1	Vampire_Sovereign	0	1	1	1
13	2	Militia_Bugler	1	0	1	1
13	3	Star-Crowned_Stag	1	2	0	2
13	4	Oreskos_Swiftclaw	1	2	1	9
13	5	Transmogrifying_Wand	1	0	1	0
13	6	Diregraf_Ghoul	1	0	5	3
13	7	Walking_Corpse	1	1	6	4
13	8	Child_of_Night	1	0	6	3
13	9	Rustwing_Falcon	0	0	0	2
13	10	Oreskos_Swiftclaw	1	1	1	3
13	11	Walking_Corpse	1	0	3	3
13	12	Bone_to_Ash	1	0	1	2
13	13	Walking_Corpse	1	0	1	2
13	14	Infectious_Horror	0	1	1	1
13	15	Root_Snare	0	0	0	0
13	16	Murder	1	1	1	2
13	17	Take_Vengeance	1	4	2	4
13	18	Pegasus_Courser	1	3	0	2
13	19	Gallant_Cavalry	1	2	0	5
13	20	Reassembling_Skeleton	1	0	4	1
13	21	Knight's_Pledge	1	1	3	6
13	22	Gigantosaurus	1	0	2	0
13	23	Field_Creeper	1	2	4	1
13	24	Walking_Corpse	1	1	5	4
13	25	Epicure_of_Blood	1	2	2	4
13	26	Vampire_Neonate	1	1	0	1
13	27	Wall_of_Mist	1	0	0	2
13	28	Sovereign's_Bite	1	0	1	0
13	29	Alpine_Moon	0	0	1	0
13	30	Infectious_Horror	0	0	0	0
13	31	Vigilant_Baloth	1	1	0	3
13	32	Pegasus_Courser	1	4	3	5
13	33	Diregraf_Ghoul	1	1	8	3
13	34	Diregraf_Ghoul	1	0	8	4
13	35	Daybreak_Chaplain	1	1	3	10
13	36	Havoc_Devils	0	2	1	1
13	37	Essence_Scatter	1	2	0	3
13	38	Leonin_Vanguard	1	0	0	4
13	39	Walking_Corpse	1	2	5	1
13	40	Skyrider_Patrol	1	0	0	1
13	41	Stitcher's_Supplier	1	0	3	1
13	42	Brawl-Bash_Ogre	1	0	3	0
13	43	Smelt	1	1	2	1
13	44	Crash_Through	0	0	0	0
13	45	Forest_2	0	0	0	0
14	1	Psychic_Corrosion	1	2	5	3
14	2	Totally_Lost	1	5	3	7
14	3	Essence_Scatter	1	5	0	2
14	4	Tolarian_Scholar	1	5	7	9
14	5	Ghostform	1	4	5	6
14	6	Snapping_Drake	0	3	2	1
14	7	Tolarian_Scholar	1	4	1	2
14	8	Ghostform	1	1	2	2
14	9	Divination	1	0	0	0
14	10	Gigantosaurus	1	0	4	0
14	11	Gearsmith_Prodigy	0	0	0	1
14	12	Enigma_Drake	1	0	0	1
14	13	Act_of_Treason	0	0	0	1
14	14	Enigma_Drake	1	0	0	0
14	15	Island_3	0	0	0	0
14	16	Aven_Wind_Mage	1	6	2	2
14	17	Divination	1	4	2	3
14	18	Disperse	1	3	2	1
14	19	Dwindle	1	3	1	0
14	20	Snapping_Drake	0	3	1	2
14	21	Essence_Scatter	1	4	1	0
14	22	Wall_of_Mist	1	2	0	2
14	23	Divination	0	2	0	0
14	24	Anticipate	0	2	1	1
14	25	Totally_Lost	1	0	0	0
14	26	Scholar_of_Stars	1	0	2	1
14	27	Rustwing_Falcon	0	1	1	3
14	28	Invoke_the_Divine	1	0	1	2
14	29	Duress	0	1	0	1
14	30	Plains_1	0	0	0	0
14	31	Departed_Deckhand	1	1	0	0
14	32	Snapping_Drake	1	3	3	1
14	33	Frilled_Sea_Serpent	1	3	3	3
14	34	Snapping_Drake	1	2	1	1
14	35	Marauder's_Axe	1	2	1	3
14	36	Wall_of_Mist	1	3	3	4
14	37	Mind_Rot	0	2	4	2
14	38	Totally_Lost	1	0	1	1
14	39	Cancel	1	1	1	0
14	40	Chaos_Wand	1	0	0	0
14	41	Mind_Rot	1	0	0	2
14	42	Rustwing_Falcon	1	0	2	2
14	43	Sovereign's_Bite	1	0	0	1
14	44	Ajani's_Welcome	1	0	0	0
14	45	Plains_3	0	0	0	0
15	1	Demanding_Dragon	1	0	0	0
15	2	Shock	1	3	0	0
15	3	Hostile_Minotaur	1	3	0	0
15	4	Titanic_Growth	1	3	1	7
15	5	Abnormal_Endurance	1	3	5	3
15	6	Onakke_Ogre	1	0	2	1
15	7	Onakke_Ogre	1	3	1	1
15	8	Rhox_Oracle	0	1	0	2
15	9	Doomed_Dissenter	1	1	4	0
15	10	Two-Headed_Zombie	1	0	3	0
15	11	Ghostform	0	1	2	3
15	12	Aven_Wind_Mage	1	1	1	2
15	13	Inferno_Hellion	0	0	0	0
15	14	Tolarian_Scholar	1	0	0	0
15	15	Submerged_Boneyard	0	0	0	0
15	16	Bone_Dragon	1	0	1	0
15	17	Lightning_Mare	1	1	0	1
15	18	Marauder's_Axe	1	2	8	1
15	19	Onakke_Ogre	1	2	3	3
15	20	Hired_Blade	1	4	4	1
