draft_num	pick_num	human_pick	RandomBot	RaredraftBot	ClassicBot
2	11	Trusty_Packbeast	1	1	1
2	12	Mighty_Leap	1	1	1
2	13	Gearsmith_Prodigy	1	1	1
2	14	Wall_of_Mist	1	1	1
2	15	Meandering_River	1	1	1
2	16	Banefire	1	1	1
2	17	One_with_the_Machine	1	1	1
2	18	Herald_of_Faith	1	1	1
2	19	Luminous_Bonds	1	1	1
2	20	Take_Vengeance	1	1	0
2	21	Chaos_Wand	1	1	1
2	22	Bone_to_Ash	1	1	1
2	23	Knightly_Valor	1	1	1
2	24	Cavalry_Drillmaster	1	1	1
2	25	Revitalize	1	1	1
2	26	Mighty_Leap	1	1	1
2	27	Knight's_Pledge	1	1	1
2	28	Woodland_Stream	1	1	1
2	29	Invoke_the_Divine	1	1	1
2	30	Swamp_4	1	1	1
2	31	Ajani_Adversary_of_Tyrants	1	1	1
2	32	Exclusion_Mage	1	1	1
2	33	Aerial_Engineer	1	1	1
2	34	Aven_Wind_Mage	1	0	1
2	35	Gearsmith_Guardian	1	1	1
2	36	Scholar_of_Stars	1	0	1
2	37	Salvager_of_Secrets	1	1	1
2	38	Ajani's_Pridemate	1	1	1
2	39	Heroic_Reinforcements	1	1	0
2	40	Aven_Wind_Mage	1	1	1
2	41	Wall_of_Mist	1	1	1
2	42	Psychic_Symbiont	1	1	1
2	43	Walking_Corpse	1	1	1
2	44	Submerged_Boneyard	1	1	1
2	45	Plains_1	1	1	1
3	1	Arcades_the_Strategist	1	1	1
3	2	Suspicious_Bookcase	1	1	0
3	3	Make_a_Stand	1	1	1
3	4	Disperse	1	0	1
3	5	Reclamation_Sage	1	1	1
3	6	Greenwood_Sentinel	1	1	0
3	7	Gearsmith_Guardian	1	0	1
3	8	Psychic_Corrosion	1	1	1
3	9	Talons_of_Wildwood	1	0	1
3	10	Greenwood_Sentinel	1	1	1
3	11	Wall_of_Vines	1	1	1
3	12	Infernal_Scarring	1	1	1
3	13	Root_Snare	1	1	1
3	14	Sovereign's_Bite	1	1	1
3	15	Plains_4	1	1	1
3	16	Sai_Master_Thopterist	1	1	0
3	17	Supreme_Phantom	1	1	0
3	18	Gift_of_Paradise	1	1	1
3	19	Militia_Bugler	1	1	1
3	20	Pegasus_Courser	1	1	1
3	21	Star-Crowned_Stag	1	0	1
3	22	Aerial_Engineer	1	1	0
3	23	Aerial_Engineer	1	1	0
3	24	Omenspeaker	1	1	1
3	25	Scholar_of_Stars	1	1	0
3	26	Omenspeaker	1	1	1
3	27	Snapping_Drake	1	1	1
3	28	Rustwing_Falcon	1	1	1
3	29	Wall_of_Mist	1	1	1
3	30	Cancel	1	1	1
3	31	Skyscanner	1	0	1
3	32	Shield_Mare	1	1	1
3	33	Take_Vengeance	1	0	1
3	34	Shield_Mare	1	1	1
3	35	Totally_Lost	1	0	0
3	36	Novice_Knight	1	1	0
3	37	Thornhide_Wolves	1	1	1
3	38	Foul_Orchard	1	0	0
3	39	Manalith	1	1	1
3	40	Root_Snare	1	1	0
3	41	Woodland_Stream	1	1	0
3	42	Greenwood_Sentinel	1	1	1
3	43	Recollect	1	1	1
3	44	Walking_Corpse	1	1	1
3	45	Walking_Corpse	1	1	1
4	1	Meteor_Golem	1	1	1
4	2	Volley_Veteran	1	1	1
4	3	Aviation_Pioneer	1	1	0
4	4	Enigma_Drake	1	1	0
4	5	Bone_to_Ash	1	1	0
4	6	Salvager_of_Secrets	1	1	0
4	7	Psychic_Corrosion	1	1	0
4	8	Skeleton_Archer	1	1	0
4	9	Anticipate	1	1	0
4	10	Anticipate	1	1	1
4	11	Naturalize	1	1	1
4	12	Invoke_the_Divine	1	1	1
4	13	Knight's_Pledge	1	1	1
4	14	Infernal_Scarring	1	1	1
4	15	Root_Snare	1	1	1
4	16	Ajani's_Welcome	1	1	0
4	17	Goblin_Instigator	1	0	0
4	18	Dragon_Egg	1	1	0
4	19	Chaos_Wand	1	1	0
4	20	Aven_Wind_Mage	1	0	0
4	21	Omenspeaker	1	1	0
4	22	Havoc_Devils	1	1	0
4	23	Smelt	1	0	0
4	24	Crash_Through	1	1	0
4	25	Sure_Strike	1	1	0
4	26	Goblin_Motivator	1	1	0
4	27	Goblin_Motivator	1	1	0
4	28	Mistcaller	1	1	1
4	29	Goblin_Motivator	1	1	1
4	30	Island_3	1	1	1
4	31	Switcheroo	1	1	1
4	32	Guttersnipe	1	1	0
4	33	Guttersnipe	1	1	0
4	34	Thud	1	1	0
4	35	Aviation_Pioneer	1	1	1
4	36	Mirror_Image	1	1	1
4	37	Aven_Wind_Mage	1	1	1
4	38	Gift_of_Paradise	1	1	1
4	39	Detection_Tower	1	1	0
4	40	Diregraf_Ghoul	1	1	1
4	41	Cancel	1	1	1
4	42	Gearsmith_Prodigy	1	1	1
4	43	Catalyst_Elemental	1	1	1
4	44	Gearsmith_Prodigy	1	1	1
4	45	Forest_4	1	1	1
5	1	Isareth_the_Awakener	1	1	1
5	2	Volley_Veteran	1	1	1
5	3	Volley_Veteran	1	1	1
5	4	Shield_Mare	1	1	1
5	5	Trumpet_Blast	1	1	0
5	6	Magistrate's_Scepter	1	1	0
5	7	Abnormal_Endurance	1	1	1
5	8	Goblin_Motivator	1	1	1
5	9	Catalyst_Elemental	1	0	1
5	10	Inspired_Charge	1	1	1
5	11	Knight's_Pledge	1	1	0
5	12	Walking_Corpse	1	1	1
5	13	Sovereign's_Bite	1	1	1
5	14	Hired_Blade	1	1	1
5	15	Island_3	1	1	1
5	16	Dismissive_Pyromancer	1	1	1
5	17	Sarkhan_Fireblood	1	1	1
5	18	Strangling_Spores	1	0	1
5	19	Brawl-Bash_Ogre	1	1	1
5	20	Abnormal_Endurance	1	1	1
5	21	Diregraf_Ghoul	1	1	1
5	22	Walking_Corpse	1	0	1
5	23	Infernal_Scarring	1	0	1
5	24	Walking_Corpse	1	1	1
5	25	Child_of_Night	1	1	1
5	26	Trumpet_Blast	1	1	1
5	27	Walking_Corpse	1	1	1
5	28	Bone_to_Ash	1	1	1
5	29	Infectious_Horror	1	1	1
5	30	Plains_3	1	1	1
5	31	Demanding_Dragon	1	1	1
5	32	Brawl-Bash_Ogre	1	1	1
5	33	Goblin_Instigator	1	0	1
5	34	Sure_Strike	1	0	0
5	35	Vaevictis_Asmadi_the_Dire	1	1	1
5	36	Macabre_Waltz	1	1	1
5	37	Manalith	1	0	0
5	38	Stitcher's_Supplier	1	1	0
5	39	Cavalry_Drillmaster	1	1	0
5	40	Revitalize	1	1	0
5	41	Tranquil_Expanse	1	1	0
5	42	Lava_Axe	1	1	1
5	43	Swamp_4	1	1	1
5	44	Root_Snare	1	1	1
5	45	Trusty_Packbeast	1	1	1
6	1	Thorn_Lieutenant	1	1	1
6	2	Rhox_Oracle	1	0	1
6	3	Skyscanner	1	0	1
6	4	Luminous_Bonds	1	0	1
6	5	Omenspeaker	1	1	1
6	6	Dragon_Egg	1	1	0
6	7	Anticipate	1	0	1
6	8	Angel_of_the_Dawn	1	0	1
6	9	Ajani's_Welcome	1	1	1
6	10	Rupture_Spire	1	1	0
6	11	Highland_Lake	1	0	0
6	12	Woodland_Stream	1	1	0
6	13	Highland_Game	1	1	1
6	14	Revitalize	1	1	1
6	15	Mountain_3	1	1	1
6	16	Dragon_Egg	1	1	0
6	17	Crucible_of_Worlds	1	1	0
6	18	Strangling_Spores	1	0	0
6	19	Electrify	1	0	1
6	20	Brawl-Bash_Ogre	1	1	0
6	21	Elvish_Rejuvenator	1	0	1
6	22	Naturalize	1	1	1
6	23	Declare_Dominance	1	1	1
6	24	Naturalize	1	1	1
6	25	Greenwood_Sentinel	1	1	1
6	26	Plummet	1	1	1
6	27	Act_of_Treason	1	1	1
6	28	Goblin_Motivator	1	1	1
6	29	Sovereign's_Bite	1	1	1
6	30	Root_Snare	1	1	1
6	31	Poison-Tip_Archer	1	1	0
6	32	Rogue's_Gloves	1	1	0
6	33	Bristling_Boar	1	0	1
6	34	Greenwood_Sentinel	1	0	0
6	35	Talons_of_Wildwood	1	0	1
6	36	Skyrider_Patrol	1	1	0
6	37	Skyscanner	1	1	1
6	38	Rhox_Oracle	1	1	1
6	39	Manalith	1	1	1
6	40	Talons_of_Wildwood	1	1	1
6	41	Bogstomper	1	1	1
6	42	Daggerback_Basilisk	1	0	1
6	43	Infectious_Horror	1	1	1
6	44	Loxodon_Line_Breaker	1	1	1
6	45	Knight's_Pledge	1	1	1
7	1	Goreclaw_Terror_of_Qal_Sisma	1	1	1
7	2	Open_the_Graves	1	1	1
7	3	Rise_from_the_Grave	1	1	1
7	4	Elvish_Rejuvenator	1	0	1
7	5	Abnormal_Endurance	1	1	1
7	6	Druid_of_the_Cowl	1	1	1
7	7	Reclamation_Sage	1	1	1
7	8	Colossal_Majesty	1	1	1
7	9	Oakenform	1	1	1
7	10	Greenwood_Sentinel	1	1	1
7	11	Uncomfortable_Chill	1	1	1
7	12	Plummet	1	1	1
7	13	Inferno_Hellion	1	1	1
7	14	Submerged_Boneyard	1	1	1
7	15	Meandering_River	1	1	1
7	16	Vaevictis_Asmadi_the_Dire	1	1	1
7	17	Vigilant_Baloth	1	1	1
7	18	Foul_Orchard	1	0	1
7	19	Two-Headed_Zombie	1	1	1
7	20	Strangling_Spores	1	1	1
7	21	Reclamation_Sage	1	1	1
7	22	Field_Creeper	1	1	0
7	23	Rhox_Oracle	1	0	1
7	24	Titanic_Growth	1	1	1
7	25	Oakenform	1	1	1
7	26	Titanic_Growth	1	1	1
7	27	Talons_of_Wildwood	1	1	1
7	28	Inferno_Hellion	1	1	1
7	29	Totally_Lost	1	1	1
7	30	Mountain_1	1	1	1
7	31	Child_of_Night	1	0	0
7	32	Plague_Mare	1	1	1
7	33	Goreclaw_Terror_of_Qal_Sisma	1	1	1
7	34	Highland_Game	1	0	0
7	35	Bristling_Boar	1	0	0
7	36	Macabre_Waltz	1	0	0
7	37	Colossal_Dreadmaw	1	1	1
7	38	Skymarch_Bloodletter	1	1	1
7	39	Abnormal_Endurance	1	1	1
7	40	Giant_Spider	1	1	1
7	41	Colossal_Dreadmaw	1	1	1
7	42	Frilled_Sea_Serpent	1	1	1
7	43	Woodland_Stream	1	1	1
7	44	Salvager_of_Secrets	1	1	1
7	45	Island_3	1	1	1
8	1	Patient_Rebuilding	1	1	1
8	2	Divination	1	0	1
8	3	Skeleton_Archer	1	0	0
8	4	Take_Vengeance	1	0	0
8	5	Omenspeaker	1	0	1
8	6	Aven_Wind_Mage	1	1	1
8	7	Anticipate	1	1	1
8	8	Gallant_Cavalry	1	1	1
8	9	Rupture_Spire	1	1	0
8	10	Revitalize	1	1	0
8	11	Act_of_Treason	1	1	1
8	12	Millstone	1	1	1
8	13	Tolarian_Scholar	1	1	1
8	14	Trumpet_Blast	1	1	1
8	15	Mountain_1	1	1	1
8	16	Militia_Bugler	1	1	0
8	17	Luminous_Bonds	1	0	0
8	18	Meteor_Golem	1	1	1
8	19	Switcheroo	1	1	1
8	20	Gearsmith_Guardian	1	0	0
8	21	Totally_Lost	1	0	1
8	22	Fountain_of_Renewal	1	1	1
8	23	Omenspeaker	1	1	1
8	24	Millstone	1	1	0
8	25	Skyrider_Patrol	1	1	0
8	26	Cancel	1	1	1
8	27	Duress	1	1	1
8	28	Wall_of_Mist	1	1	1
8	29	Island_4	1	1	1
8	30	Plains_2	1	1	1
8	31	Aerial_Engineer	1	1	1
8	32	Hieromancer's_Cage	1	1	1
8	33	Essence_Scatter	1	0	1
8	34	Aerial_Engineer	1	1	1
8	35	Gallant_Cavalry	1	1	1
8	36	Frilled_Sea_Serpent	1	1	1
8	37	Snapping_Drake	1	1	1
8	38	Anticipate	1	1	1
8	39	Rogue's_Gloves	1	1	1
8	40	Dragon's_Hoard	1	1	1
8	41	Bone_to_Ash	1	1	1
8	42	Trusty_Packbeast	1	1	1
8	43	Naturalize	1	1	1
8	44	Omniscience	1	1	1
8	45	Forest_1	1	1	1
9	1	Vigilant_Baloth	1	1	1
9	2	Rabid_Bite	1	0	1
9	3	Snapping_Drake	1	1	0
9	4	Knightly_Valor	1	1	1
9	5	Snapping_Drake	1	1	0
9	6	Bristling_Boar	1	0	1
9	7	Disperse	1	1	0
9	8	Meandering_River	1	1	0
9	9	Reclamation_Sage	1	1	1
9	10	Goblin_Instigator	1	1	1
9	11	Cancel	1	1	0
9	12	Lava_Axe	1	1	1
9	13	Revitalize	1	1	1
9	14	Submerged_Boneyard	1	1	1
9	15	Root_Snare	1	1	1
9	16	Mystic_Archaeologist	1	1	1
9	17	Dwindle	1	0	0
9	18	Druid_of_the_Cowl	1	0	1
9	19	Dwindle	1	1	0
9	20	Scholar_of_Stars	1	0	0
9	21	Essence_Scatter	1	1	1
9	22	Explosive_Apparatus	1	1	1
9	23	Aether_Tunnel	1	1	0
9	24	Bristling_Boar	1	1	1
9	25	Daggerback_Basilisk	1	1	1
9	26	Reliquary_Tower	1	1	1
9	27	Thornhide_Wolves	1	1	1
9	28	Heroic_Reinforcements	1	1	1
9	29	Mighty_Leap	1	1	1
9	30	Forest_4	1	1	1
9	31	Sleep	1	1	1
9	32	Surge_Mare	1	1	0
9	33	Dwindle	1	1	0
9	34	Elvish_Rejuvenator	1	0	1
9	35	Talons_of_Wildwood	1	1	0
9	36	Elvish_Rejuvenator	1	0	1
9	37	Tolarian_Scholar	1	1	0
9	38	Uncomfortable_Chill	1	1	0
9	39	Manalith	1	1	0
9	40	Plummet	1	1	1
9	41	Sure_Strike	1	1	1
9	42	Trumpet_Blast	1	1	1
9	43	Duress	1	1	1
9	44	Walking_Corpse	1	1	1
9	45	Knight's_Pledge	1	1	1
10	1	Patient_Rebuilding	1	1	1
10	2	Take_Vengeance	1	0	0
10	3	Salvager_of_Secrets	1	0	1
10	4	Dryad_Greenseeker	1	1	1
10	5	Cancel	1	0	1
10	6	Aviation_Pioneer	1	0	1
10	7	Omenspeaker	1	1	1
10	8	Thornhide_Wolves	1	0	0
10	9	Blanchwood_Armor	1	1	1
10	10	Uncomfortable_Chill	1	0	1
10	11	Cinder_Barrens	1	1	0
10	12	Meandering_River	1	1	1
10	13	Recollect	1	1	1
10	14	Wall_of_Vines	1	1	1
10	15	Infectious_Horror	1	1	1
10	16	Dismissive_Pyromancer	1	1	1
10	17	Sleep	1	1	1
10	18	Sift	1	1	1
10	19	Switcheroo	1	1	1
10	20	Departed_Deckhand	1	1	1
10	21	Boggart_Brute	1	0	1
10	22	Divination	1	1	1
10	23	Scholar_of_Stars	1	1	1
10	24	Highland_Lake	1	0	1
10	25	Enigma_Drake	1	1	1
10	26	Manalith	1	1	1
10	27	Catalyst_Elemental	1	1	1
10	28	Frilled_Sea_Serpent	1	1	1
10	29	Gearsmith_Prodigy	1	1	1
10	30	Forest_4	1	1	1
10	31	Goblin_Instigator	1	0	1
10	32	Salvager_of_Secrets	1	0	1
10	33	Patient_Rebuilding	1	1	1
10	34	Salvager_of_Secrets	1	0	1
10	35	Explosive_Apparatus	1	0	0
10	36	Goblin_Instigator	1	1	1
10	37	Tormenting_Voice	1	0	0
10	38	Disperse	1	0	1
10	39	Daggerback_Basilisk	1	1	1
10	40	Omenspeaker	1	1	1
10	41	Psychic_Symbiont	1	1	1
10	42	Knight's_Pledge	1	1	1
10	43	Millstone	1	1	1
10	44	Ghostform	1	1	1
10	45	Plains_3	1	1	1
11	1	Shock	1	0	1
11	2	Murder	1	1	1
11	3	Doomed_Dissenter	1	0	1
11	4	Skymarch_Bloodletter	1	0	1
11	5	Bogstomper	1	0	1
11	6	Child_of_Night	1	0	1
11	7	Duress	1	1	1
11	8	Goblin_Instigator	1	0	1
11	9	Infernal_Scarring	1	1	0
11	10	Infectious_Horror	1	1	1
11	11	Goblin_Motivator	1	1	1
11	12	Talons_of_Wildwood	1	1	1
11	13	Onakke_Ogre	1	1	1
11	14	Naturalize	1	1	1
11	15	Mountain_1	1	1	1
11	16	Rise_from_the_Grave	1	1	1
11	17	Ravenous_Harpy	1	1	1
11	18	Skyscanner	1	0	1
11	19	Doomed_Dissenter	1	1	1
11	20	Act_of_Treason	1	1	1
11	21	Sparktongue_Dragon	1	1	1
11	22	Trumpet_Blast	1	0	1
11	23	Sure_Strike	1	1	1
11	24	Lava_Axe	1	1	1
11	25	Infernal_Scarring	1	1	1
11	26	Fire_Elemental	1	1	1
11	27	Inferno_Hellion	1	1	1
11	28	Aerial_Engineer	1	1	1
11	29	Walking_Corpse	1	1	1
11	30	Forest_3	1	1	1
11	31	Thud	1	1	0
11	32	Child_of_Night	1	0	0
11	33	Demon_of_Catastrophes	1	1	1
11	34	Havoc_Devils	1	1	1
11	35	Skymarch_Bloodletter	1	0	1
11	36	Child_of_Night	1	1	1
11	37	Macabre_Waltz	1	0	1
11	38	Act_of_Treason	1	1	1
11	39	Sovereign's_Bite	1	1	1
11	40	Regal_Bloodlord	1	1	0
11	41	Hired_Blade	1	1	1
11	42	Infernal_Scarring	1	1	1
11	43	Infectious_Horror	1	1	1
11	44	Frilled_Sea_Serpent	1	1	1
11	45	Plains_3	1	1	1
12	1	Lathliss_Dragon_Queen	1	1	1
12	2	Sparktongue_Dragon	1	0	1
12	3	Disperse	1	0	0
12	4	Psychic_Corrosion	1	1	0
12	5	Disperse	1	0	1
12	6	Smelt	1	1	1
12	7	Fountain_of_Renewal	1	1	0
12	8	One_with_the_Machine	1	1	1
12	9	Trumpet_Blast	1	1	1
12	10	Onakke_Ogre	1	1	1
12	11	Highland_Lake	1	1	1
12	12	Omniscience	1	1	1
12	13	Timber_Gorge	1	1	1
12	14	Greenwood_Sentinel	1	1	1
12	15	Forest_2	1	1	1
12	16	Lightning_Strike	1	1	1
12	17	Totally_Lost	1	0	0
12	18	Tormenting_Voice	1	0	0
12	19	Smelt	1	0	0
12	20	Recollect	1	1	1
12	21	Act_of_Treason	1	0	1
12	22	Divination	1	0	0
12	23	Lava_Axe	1	0	1
12	24	Revitalize	1	0	0
12	25	Aven_Wind_Mage	1	1	1
12	26	Aether_Tunnel	1	1	1
12	27	Duress	1	1	1
12	28	Duress	1	1	1
12	29	Swamp_1	1	1	1
12	30	Meandering_River	1	1	1
12	31	Enigma_Drake	1	1	0
12	32	Shock	1	0	1
12	33	Bone_to_Ash	1	1	0
12	34	Divination	1	0	0
12	35	Catalyst_Elemental	1	0	0
12	36	Goblin_Motivator	1	0	0
12	37	Doublecast	1	1	1
12	38	Doublecast	1	1	1
12	39	Sure_Strike	1	0	1
12	40	Skyrider_Patrol	1	1	0
12	41	Crucible_of_Worlds	1	1	0
12	42	Aven_Wind_Mage	1	1	1
12	43	Child_of_Night	1	1	1
12	44	Inferno_Hellion	1	1	1
12	45	Plains_1	1	1	1
13	1	Vaevictis_Asmadi_the_Dire	1	1	1
13	2	Dryad_Greenseeker	1	1	1
13	3	Catalyst_Elemental	1	0	1
13	4	Colossal_Dreadmaw	1	1	1
13	5	Declare_Dominance	1	1	1
13	6	Thud	1	1	1
13	7	Catalyst_Elemental	1	1	1
13	8	Dragon_Egg	1	1	1
13	9	Elvish_Rejuvenator	1	1	1
13	10	Talons_of_Wildwood	1	0	1
13	11	Amulet_of_Safekeeping	1	1	1
13	12	Oakenform	1	1	1
13	13	Ghostform	1	1	1
13	14	Gearsmith_Prodigy	1	1	1
13	15	Crash_Through	1	1	1
13	16	Graveyard_Marshal	1	1	1
13	17	Diregraf_Ghoul	1	1	0
13	18	Stitcher's_Supplier	1	1	0
13	19	Brawl-Bash_Ogre	1	1	0
13	20	Infectious_Horror	1	1	0
13	21	Act_of_Treason	1	0	0
13	22	Reassembling_Skeleton	1	1	1
13	23	Walking_Corpse	1	1	0
13	24	Gravedigger	1	1	1
13	25	Walking_Corpse	1	1	1
13	26	Hired_Blade	1	1	1
13	27	Vampire_Neonate	1	1	1
13	28	Sovereign's_Bite	1	1	1
13	29	Abnormal_Endurance	1	1	1
13	30	Bogstomper	1	1	1
13	31	Electrify	1	0	1
13	32	Infectious_Horror	1	0	0
13	33	Lightning_Strike	1	1	1
13	34	Skymarch_Bloodletter	1	1	1
13	35	Viashino_Pyromancer	1	0	0
13	36	Viashino_Pyromancer	1	0	0
13	37	Two-Headed_Zombie	1	1	1
13	38	Strangling_Spores	1	1	1
13	39	Onakke_Ogre	1	0	1
13	40	Ajani's_Welcome	1	1	0
13	41	Infectious_Horror	1	1	1
13	42	Infernal_Scarring	1	1	1
13	43	Plummet	1	1	1
13	44	Duress	1	1	1
13	45	Sovereign's_Bite	1	1	1
14	1	Pegasus_Courser	1	0	1
14	2	Shield_Mare	1	1	1
14	3	Mirror_Image	1	1	1
14	4	Aethershield_Artificer	1	1	1
14	5	Divination	1	0	1
14	6	Gearsmith_Guardian	1	0	1
14	7	Supreme_Phantom	1	1	1
14	8	Salvager_of_Secrets	1	1	1
14	9	Cancel	1	0	1
14	10	Cancel	1	1	1
14	11	Gearsmith_Guardian	1	1	1
14	12	Forsaken_Sanctuary	1	1	0
14	13	Mighty_Leap	1	1	1
14	14	Invoke_the_Divine	1	1	1
14	15	Woodland_Stream	1	1	1
14	16	Gravedigger	1	1	0
14	17	Skilled_Animator	1	1	1
14	18	Shield_Mare	1	1	0
14	19	Luminous_Bonds	1	1	1
14	20	Pegasus_Courser	1	1	1
14	21	Aerial_Engineer	1	1	1
14	22	Snapping_Drake	1	1	1
14	23	Aethershield_Artificer	1	1	1
14	24	Novice_Knight	1	1	1
14	25	Gearsmith_Guardian	1	1	1
14	26	Wall_of_Mist	1	1	1
14	27	Plummet	1	1	1
14	28	Plummet	1	1	1
14	29	Trusty_Packbeast	1	1	1
14	30	Island_3	1	1	1
14	31	Mentor_of_the_Meek	1	1	1
14	32	Aethershield_Artificer	1	1	1
14	33	Dwindle	1	0	1
14	34	Ajani's_Pridemate	1	1	1
14	35	Aven_Wind_Mage	1	0	1
14	36	Anticipate	1	1	0
14	37	Scholar_of_Stars	1	0	0
14	38	Snapping_Drake	1	1	1
14	39	Dwarven_Priest	1	1	1
14	40	Snapping_Drake	1	1	1
14	41	Oreskos_Swiftclaw	1	1	1
14	42	Daybreak_Chaplain	1	1	1
14	43	Knight's_Pledge	1	1	1
14	44	Highland_Game	1	1	1
14	45	Plains_2	1	1	1
15	1	Regal_Bloodlord	1	1	1
15	2	Skymarch_Bloodletter	1	0	1
15	3	Plague_Mare	1	1	1
15	4	Essence_Scatter	1	0	1
15	5	Siegebreaker_Giant	1	1	1
15	6	Dragon_Egg	1	1	0
15	7	Manalith	1	1	0
15	8	Elvish_Rejuvenator	1	1	0
15	9	Bristling_Boar	1	1	1
15	10	Colossal_Dreadmaw	1	1	1
15	11	Giant_Spider	1	1	1
15	12	Greenwood_Sentinel	1	1	1
15	13	Amulet_of_Safekeeping	1	1	1
15	14	Root_Snare	1	1	1
15	15	Greenwood_Sentinel	1	1	1
15	16	Vine_Mare	1	1	1
15	17	Poison-Tip_Archer	1	1	0
15	18	Poison-Tip_Archer	1	1	1
15	19	Bristling_Boar	1	1	0
15	20	Highland_Game	1	1	0
15	21	Talons_of_Wildwood	1	0	0
15	22	Oakenform	1	1	0
15	23	Poison-Tip_Archer	1	1	0
15	24	Plummet	1	1	0
15	25	Field_Creeper	1	1	1
15	26	Highland_Game	1	1	1
15	27	Mind_Rot	1	1	1
15	28	Titanic_Growth	1	1	1
15	29	Alpine_Moon	1	1	1
15	30	Plains_1	1	1	1
15	31	Goreclaw_Terror_of_Qal_Sisma	1	1	1
15	32	Child_of_Night	1	0	0
15	33	Rabid_Bite	1	0	1
15	34	Vampire_Neonate	1	0	1
15	35	Ravenous_Harpy	1	1	1
15	36	Child_of_Night	1	0	0
15	37	Daggerback_Basilisk	1	1	0
15	38	Oakenform	1	1	1
15	39	Child_of_Night	1	0	1
15	40	Centaur_Courser	1	1	1
15	41	Daggerback_Basilisk	1	1	1
15	42	Daggerback_Basilisk	1	1	1
15	43	Talons_of_Wildwood	1	1	1
15	44	Naturalize	1	1	1
15	45	Swamp_1	1	1	1
16	1	Spit_Flame	1	1	1
16	2	Dwindle	1	0	1
16	3	Catalyst_Elemental	1	1	0
16	4	Omenspeaker	1	0	0
16	5	Catalyst_Elemental	1	1	0
16	6	Aven_Wind_Mage	1	0	1
16	7	Catalyst_Elemental	1	1	0
16	8	Viashino_Pyromancer	1	1	0
16	9	Catalyst_Elemental	1	1	0
16	10	Act_of_Treason	1	1	1
16	11	Enigma_Drake	1	1	0
16	12	Bone_to_Ash	1	1	1
16	13	Timber_Gorge	1	1	1
16	14	Infectious_Horror	1	1	1
16	15	Swamp_1	1	1	1
16	16	Leonin_Warleader	1	1	1
16	17	Pegasus_Courser	1	0	1
16	18	Gallant_Cavalry	1	0	1
16	19	Sparktongue_Dragon	1	0	0
16	20	Tormenting_Voice	1	1	0
16	21	Frilled_Sea_Serpent	1	0	1
16	22	Invoke_the_Divine	1	1	1
16	23	Tormenting_Voice	1	1	0
16	24	Catalyst_Elemental	1	1	0
16	25	Viashino_Pyromancer	1	1	0
16	26	Millstone	1	1	1
16	27	Uncomfortable_Chill	1	1	1
16	28	Submerged_Boneyard	1	1	1
16	29	Wall_of_Vines	1	1	1
16	30	Bogstomper	1	1	1
16	31	Enigma_Drake	1	1	0
16	32	Djinn_of_Wishes	1	1	1
16	33	Banefire	1	1	1
16	34	Horizon_Scholar	1	1	1
16	35	Frilled_Sea_Serpent	1	0	1
16	36	Viashino_Pyromancer	1	0	0
16	37	Dwindle	1	1	1
16	38	Surge_Mare	1	1	1
16	39	Trumpet_Blast	1	1	0
16	40	Tormenting_Voice	1	1	1
16	41	Crash_Through	1	1	0
16	42	Wall_of_Mist	1	1	1
